tax_sp_level,N,N_human_impacted,N_mines,N_impacted_total,AOO_all,AOO_left,nbe_occ_protected_area,AOO_without_impact,AOO_decline,Category_code_CA
Pteris auquieri,3,0,0,0,12,0,2,12,0,LC or NT
Pteris biaurita,1,0,0,0,4,0,0,4,0,LC or NT
Pteris buchananii,6,0,0,0,24,0,5,24,0,LC or NT
Pteris burtonii,69,29,4,16,224,60,26,164,26.785714285714285,LC or NT
Pteris camerooniana,20,0,0,0,60,0,5,60,0,LC or NT
Pteris catoptera,151,32,11,32,568,124,33,444,21.830985915492956,LC or NT
Pteris commutata,8,0,0,0,32,0,1,32,0,LC or NT
Pteris cretica,32,7,0,7,112,16,3,96,14.285714285714285,LC or NT
Pteris dentata,35,13,1,14,128,48,9,80,37.5,VU
Pteris hamulosa,25,6,0,5,92,20,5,72,21.73913043478261,LC or NT
Pteris intricata,13,0,0,0,52,0,3,52,0,LC or NT
Pteris kamerunensis,1,0,0,0,4,0,1,4,0,LC or NT
Pteris kivuensis,4,2,0,2,12,4,0,8,33.33333333333333,VU
Pteris linearis,17,5,0,5,68,20,1,48,29.411764705882355,LC or NT
Pteris mildbraedii,36,12,1,7,116,16,13,100,13.793103448275861,LC or NT
Pteris multifida,1,0,0,0,4,0,0,4,0,LC or NT
Pteris muricella,46,11,5,10,164,32,17,132,19.51219512195122,LC or NT
Pteris preussii,3,2,0,2,12,8,0,4,66.66666666666666,EN
Pteris quadriaurita,18,2,1,2,60,8,3,52,13.333333333333334,LC or NT
Pteris repens,20,1,2,3,76,12,4,64,15.789473684210526,LC or NT
Pteris similis,14,2,2,2,56,8,6,48,14.285714285714285,LC or NT
Pteris tripartita,14,5,0,4,52,12,3,40,23.076923076923077,LC or NT
Pteris vittata,46,18,4,21,164,68,5,96,41.46341463414634,VU
Pterocarpus angolensis,136,14,3,16,520,64,22,456,12.307692307692308,LC or NT
Pterocarpus brenanii,7,2,0,1,28,4,2,24,14.285714285714285,LC or NT
Pterocarpus erinaceus,66,17,0,12,224,48,9,176,21.428571428571427,LC or NT
Pterocarpus lucens,78,27,0,27,280,96,13,184,34.285714285714285,VU
Pterocarpus mildbraedii,26,3,0,3,96,12,3,84,12.5,LC or NT
Pterocarpus officinalis,12,1,0,1,36,4,0,32,11.11111111111111,LC or NT
Pterocarpus osun,7,1,0,1,28,4,2,24,14.285714285714285,LC or NT
Pterocarpus rotundifolius,22,0,0,0,76,0,3,76,0,LC or NT
Pterocarpus santalinoides,155,72,4,55,496,192,28,304,38.70967741935484,VU
Pterocarpus soyauxii,350,42,4,42,1236,136,42,1100,11.003236245954692,LC or NT
Pterocarpus tessmannii,9,1,0,1,32,4,0,28,12.5,LC or NT
Pterocarpus tinctorius,65,6,0,6,212,24,11,188,11.320754716981133,LC or NT
Pterocelastrus echinatus,5,2,0,0,16,0,3,16,0,LC or NT
Pterocelastrus galpinii,3,3,0,3,4,4,0,0,100,CR
Pterocelastrus tricuspidatus,7,0,0,0,28,0,0,28,0,LC or NT
Pterocelastrus variabilis,2,1,0,1,8,4,0,4,50,EN
Pterocephalus frutescens,95,34,0,32,312,116,31,196,37.17948717948718,VU
Pterodiscus angustifolius,3,3,0,2,12,8,1,4,66.66666666666666,EN
Pterodiscus aurantiacus,3,0,0,0,12,0,0,12,0,LC or NT
Pterodiscus coeruleus,2,0,0,0,8,0,0,8,0,LC or NT
Pterodiscus kellerianus,2,0,0,0,8,0,0,8,0,LC or NT
Pterodiscus purpureus,2,1,0,1,8,4,0,4,50,EN
Pterodiscus ruspolii,2,0,0,0,8,0,0,8,0,LC or NT
Pterodiscus saccatus,2,1,0,1,8,4,0,4,50,EN
Pterolobium stellatum,34,11,0,11,132,44,3,88,33.33333333333333,VU
Pteronia acuminata,1,0,0,0,4,0,0,4,0,LC or NT
Pteronia camphorata,1,0,0,0,4,0,0,4,0,LC or NT
Pteronia cinerea,1,0,0,0,4,0,0,4,0,LC or NT
Pteronia divaricata,2,0,0,0,8,0,0,8,0,LC or NT
Pteronia fasciculata,2,0,0,0,8,0,0,8,0,LC or NT
Pteronia incana,2,0,0,0,8,0,0,8,0,LC or NT
Pteronia lucilioides,1,0,0,0,4,0,0,4,0,LC or NT
Pteronia membranacea,1,0,0,0,4,0,0,4,0,LC or NT
Pteronia spinulosa,1,0,0,0,4,0,1,4,0,LC or NT
Pteronia tenuifolia,1,0,0,0,4,0,0,4,0,LC or NT
Pteronia teretifolia,1,0,0,0,4,0,0,4,0,LC or NT
Pterorhachis le-testui,26,2,2,4,84,8,3,76,9.523809523809524,LC or NT
Pterorhachis zenkeri,15,12,0,12,24,16,0,8,66.66666666666666,EN
Pterygodium acutifolium,1,0,0,0,4,0,0,4,0,LC or NT
Pterygodium alatum,3,1,0,1,12,4,0,8,33.33333333333333,VU
Pterygodium caffrum,1,1,0,1,4,4,0,0,100,CR
Pterygodium magnum,1,0,0,0,4,0,0,4,0,LC or NT
Pterygodium platypetalum,1,0,0,0,4,0,0,4,0,LC or NT
Pterygodium ukingense,1,0,0,0,4,0,0,4,0,LC or NT
Pterygodium volucris,2,0,0,0,8,0,0,8,0,LC or NT
Pterygota augouardii,1,0,0,0,4,0,0,4,0,LC or NT
Pterygota bequaertii,44,7,0,5,164,16,15,148,9.75609756097561,LC or NT
Pterygota macrocarpa,11,4,0,2,44,8,2,36,18.181818181818183,LC or NT
Pterygota mildbraedii,3,0,0,0,12,0,0,12,0,LC or NT
Ptisana fraxinea,1,0,0,0,4,0,0,4,0,LC or NT
Ptycholobium biflorum,15,0,0,0,60,0,4,60,0,LC or NT
Ptycholobium contortum,2,0,0,0,8,0,0,8,0,LC or NT
Ptycholobium plicatum,1,0,0,0,4,0,0,4,0,LC or NT
Ptychopetalum anceps,153,122,9,79,492,296,61,196,60.16260162601627,EN
Ptychopetalum petiolatum,101,20,0,20,300,32,21,268,10.666666666666668,LC or NT
Puelia ciliata,48,7,1,8,184,24,4,160,13.043478260869565,LC or NT
Puelia coriacea,1,0,0,0,4,0,0,4,0,LC or NT
Puelia olyriformis,87,21,5,13,272,48,24,224,17.647058823529413,LC or NT
Puelia schumanniana,9,2,0,2,32,4,5,28,12.5,LC or NT
Pulicaria dysenterica,2,2,0,2,8,8,0,0,100,CR
Pulicaria incisa,7,6,0,6,28,24,0,4,85.71428571428571,CR
Pulicaria inuloides,2,2,0,2,8,8,0,0,100,CR
Pulicaria jaubertii,1,0,0,0,4,0,0,4,0,LC or NT
Pulicaria petiolaris,3,3,0,3,12,12,0,0,100,CR
Pulicaria scabra,3,1,0,1,12,4,0,8,33.33333333333333,VU
Pulicaria schimperi,9,8,0,8,36,32,0,4,88.88888888888889,CR
Pulicaria undulata,20,18,0,17,80,68,1,12,85,CR
Pupalia grandiflora,2,1,0,1,8,4,1,4,50,EN
Pupalia lappacea,205,47,5,42,744,164,38,580,22.043010752688172,LC or NT
Pupalia micrantha,4,0,0,0,12,0,4,12,0,LC or NT
Putterlickia verrucosa,2,0,0,0,8,0,0,8,0,LC or NT
Pycnanthus angolensis,258,81,8,64,856,196,57,660,22.897196261682243,LC or NT
Pycnanthus dinklagei,48,32,1,19,152,76,23,76,50,EN
Pycnanthus marchalianus,11,2,0,2,40,8,3,32,20,LC or NT
Pycnobotrya nitida,146,31,4,27,432,52,31,380,12.037037037037036,LC or NT
Pycnocoma angustifolia,32,24,1,23,112,80,5,32,71.42857142857143,EN
Pycnocoma cornuta,9,0,0,0,32,0,2,32,0,LC or NT
Pycnocoma devredii,1,0,0,0,4,0,0,4,0,LC or NT
Pycnocoma elua,3,0,0,0,12,0,1,12,0,LC or NT
Pycnocoma insularum,21,15,0,10,36,16,5,20,44.44444444444444,VU
Pycnocoma littoralis,28,1,0,1,104,4,4,100,3.8461538461538463,LC or NT
Pycnocoma louisii,9,2,0,2,32,4,0,28,12.5,LC or NT
Pycnocoma macrantha,8,0,0,0,28,0,4,28,0,LC or NT
Pycnocoma macrophylla,111,20,11,18,340,60,33,280,17.647058823529413,LC or NT
Pycnocoma minor,34,3,0,3,116,12,9,104,10.344827586206897,LC or NT
Pycnocoma reygaertii,4,0,0,0,12,0,0,12,0,LC or NT
Pycnocoma subflava,2,0,0,0,4,0,0,4,0,LC or NT
Pycnocoma thollonii,9,0,0,0,32,0,0,32,0,LC or NT
Pycnocoma thonneri,80,37,0,9,128,24,30,104,18.75,LC or NT
Pycnocycla ledermannii,8,1,0,1,32,4,0,28,12.5,LC or NT
Pycnosphaera buchananii,10,2,1,3,36,12,2,24,33.33333333333333,VU
Pycnostachys abyssinica,6,5,0,5,24,20,0,4,83.33333333333334,CR
Pycnostachys batesii,4,0,0,0,16,0,0,16,0,LC or NT
Pycnostachys ciliata,3,3,1,3,12,12,0,0,100,CR
Pycnostachys coerulea,12,5,0,5,44,16,1,28,36.36363636363637,VU
Pycnostachys deflexifolia,8,4,0,4,32,16,0,16,50,EN
Pycnostachys descampsii,7,1,0,1,28,4,0,24,14.285714285714285,LC or NT
Pycnostachys dewildemaniana,6,1,0,1,24,4,0,20,16.666666666666664,LC or NT
Pycnostachys elliotii,22,1,0,0,64,0,17,64,0,LC or NT
Pycnostachys eminii,26,9,1,10,92,40,0,52,43.47826086956522,VU
Pycnostachys erici-rosenii,19,12,2,12,68,40,2,28,58.82352941176471,EN
Pycnostachys goetzenii,25,3,1,3,72,12,16,60,16.666666666666664,LC or NT
Pycnostachys graminifolia,2,1,0,1,8,4,0,4,50,EN
Pycnostachys kassneri,13,0,0,0,52,0,2,52,0,LC or NT
Pycnostachys lancifolia,3,0,0,0,12,0,0,12,0,LC or NT
Pycnostachys meyeri,62,7,2,7,196,24,24,172,12.244897959183673,LC or NT
Pycnostachys nepetifolia,4,1,0,1,12,4,2,8,33.33333333333333,VU
Pycnostachys niamniamensis,4,0,0,0,12,0,0,12,0,LC or NT
Pycnostachys orthodonta,7,1,0,1,28,4,0,24,14.285714285714285,LC or NT
Pycnostachys parvifolia,1,1,0,1,4,4,0,0,100,CR
Pycnostachys prittwitzii,1,1,0,1,4,4,0,0,100,CR
Pycnostachys pseudospeciosa,2,0,0,0,8,0,1,8,0,LC or NT
Pycnostachys recurvata,4,4,0,4,16,16,0,0,100,CR
Pycnostachys reticulata,3,0,0,0,12,0,1,12,0,LC or NT
Pycnostachys ruandensis,13,3,0,3,48,12,6,36,25,LC or NT
Pycnostachys schliebenii,7,1,0,1,28,4,4,24,14.285714285714285,LC or NT
Pycnostachys schweinfurthii,1,1,0,1,4,4,0,0,100,CR
Pycnostachys speciosa,15,5,0,5,48,16,5,32,33.33333333333333,VU
Pycnostachys sphaerocephala,2,0,0,0,8,0,1,8,0,LC or NT
Pycnostachys stuhlmannii,8,4,0,4,32,16,0,16,50,EN
Pycnostachys umbrosa,3,0,0,0,12,0,0,12,0,LC or NT
Pycnostachys urticifolia,8,2,0,1,32,4,2,28,12.5,LC or NT
Pycnostachys verticillata,5,1,0,1,20,4,1,16,20,LC or NT
Pycreus acaulis,1,0,0,0,4,0,1,4,0,LC or NT
Pycreus chrysanthus,5,0,0,0,12,0,1,12,0,LC or NT
Pycreus flavidus,1,0,1,1,4,4,0,0,100,CR
Pycreus okavangensis,7,0,0,0,28,0,1,28,0,LC or NT
Pycreus pseudodiaphanus,3,0,0,0,12,0,0,12,0,LC or NT
Pycreus sanguineosquamatus,5,0,0,0,12,0,1,12,0,LC or NT
Pycreus testui,1,0,0,0,4,0,0,4,0,LC or NT
Pycreus zonatissimus,1,0,0,0,4,0,0,4,0,LC or NT
Pygmaeothamnus chamaedendrum,1,0,0,0,4,0,0,4,0,LC or NT
Pygmaeothamnus zeyheri,32,3,0,3,100,12,2,88,12,LC or NT
Pyracantha angustifolia,1,0,0,0,4,0,0,4,0,LC or NT
Pyrenacantha acuminata,44,14,3,9,152,36,13,116,23.684210526315788,LC or NT
Pyrenacantha gabonica,1,0,0,0,4,0,0,4,0,LC or NT
Pyrenacantha glabrescens,33,18,2,12,128,48,16,80,37.5,VU
Pyrenacantha grandiflora,4,2,0,2,16,8,0,8,50,EN
Pyrenacantha grandifolia,1,1,0,1,4,4,0,0,100,CR
Pyrenacantha kaurabassana,24,2,3,4,68,8,5,60,11.76470588235294,LC or NT
Pyrenacantha kirkii,11,0,0,0,36,0,0,36,0,LC or NT
Pyrenacantha klaineana,47,16,0,10,116,32,24,84,27.586206896551722,LC or NT
Pyrenacantha lebrunii,11,2,0,2,40,8,0,32,20,LC or NT
Pyrenacantha longirostrata,3,0,0,0,12,0,0,12,0,LC or NT
Pyrenacantha macrocarpa,5,5,0,0,8,0,5,8,0,LC or NT
Pyrenacantha malvifolia,6,0,0,0,20,0,0,20,0,LC or NT
Pyrenacantha puberula,18,8,0,1,40,4,8,36,10,LC or NT
Pyrenacantha staudtii,47,18,1,5,112,16,17,96,14.285714285714285,LC or NT
Pyrenacantha sylvestris,17,1,1,1,64,4,4,60,6.25,LC or NT
Pyrenacantha thomsoniana,2,1,0,0,8,0,1,8,0,LC or NT
Pyrenacantha villiersii,15,9,1,4,40,12,9,28,30,VU
Pyrenacantha vogeliana,56,35,2,14,144,48,29,96,33.33333333333333,VU
Pyrostria affinis,21,8,0,5,76,20,7,56,26.31578947368421,LC or NT
Pyrostria bibracteata,25,1,0,1,84,4,7,80,4.761904761904762,LC or NT
Pyrostria chapmanii,3,1,0,0,12,0,2,12,0,LC or NT
Pyrostria hystrix,4,0,0,0,16,0,0,16,0,LC or NT
Pyrostria lobulata,3,0,0,0,12,0,0,12,0,LC or NT
Pyrostria phyllanthoidea,5,0,0,0,20,0,0,20,0,LC or NT
Pyrostria uzungwaensis,7,0,0,0,24,0,10,24,0,LC or NT
Pyrrosia lanceolata,9,2,1,2,36,8,1,28,22.22222222222222,LC or NT
Pyrrosia liebuschii,5,0,0,0,20,0,1,20,0,LC or NT
Pyrrosia rhodesiana,8,0,0,0,32,0,3,32,0,LC or NT
Pyrrosia schimperiana,56,14,3,14,212,48,4,164,22.641509433962266,LC or NT
Pyrrosia stolzii,3,0,0,0,12,0,0,12,0,LC or NT
Quassia africana,194,26,1,23,580,64,30,516,11.03448275862069,LC or NT
Quassia sanguinea,24,0,0,0,56,0,3,56,0,LC or NT
Quassia silvestris,95,44,6,25,280,64,29,216,22.857142857142858,LC or NT
Quassia undulata,61,5,1,5,212,20,15,192,9.433962264150944,LC or NT
Quercus coccifera,1,0,0,0,4,0,0,4,0,LC or NT
Radinosiphon leptostachya,2,0,0,0,8,0,0,8,0,LC or NT
Radiola linoides,12,3,0,3,32,12,6,20,37.5,VU
Radlkofera calodendron,19,0,0,0,60,0,8,60,0,LC or NT
Rafnia angulata,2,0,0,0,8,0,0,8,0,LC or NT
Rafnia capensis,1,0,0,0,4,0,0,4,0,LC or NT
Rafnia crassifolia,1,0,0,0,4,0,0,4,0,LC or NT
Rafnia cuneifolia,2,0,0,0,8,0,0,8,0,LC or NT
Rafnia opposita,1,0,0,0,4,0,0,4,0,LC or NT
Rafnia perfoliata,1,0,0,0,4,0,0,4,0,LC or NT
Rafnia racemosa,1,0,0,0,4,0,0,4,0,LC or NT
Rafnia triflora,1,0,0,0,4,0,0,4,0,LC or NT
Ranalisma humile,15,3,0,2,56,8,5,48,14.285714285714285,LC or NT
Rangaeris amaniensis,6,0,0,0,20,0,2,20,0,LC or NT
Rangaeris longicaudata,2,1,0,1,8,4,0,4,50,EN
Rangaeris muscicola,63,23,10,21,180,52,15,128,28.888888888888886,LC or NT
Rangaeris rhipsalisocia,16,6,0,4,60,12,4,48,20,LC or NT
Rangaeris schliebenii,2,1,0,1,8,4,0,4,50,EN
Rangaeris trilobata,27,1,0,1,72,4,6,68,5.555555555555555,LC or NT
Ranunculus aquatilis,1,1,0,1,4,4,0,0,100,CR
Ranunculus bequaertii,21,1,0,1,56,4,14,52,7.142857142857142,LC or NT
Ranunculus cuneilobus,7,7,0,6,28,24,1,4,85.71428571428571,CR
Ranunculus meyeri,1,1,0,1,4,4,0,0,100,CR
Ranunculus multifidus,106,41,0,39,376,128,23,248,34.04255319148936,VU
Ranunculus oligocarpus,9,8,0,8,32,28,0,4,87.5,CR
Ranunculus oreophytus,29,5,0,4,76,16,21,60,21.052631578947366,LC or NT
Ranunculus raeae,7,0,0,0,28,0,2,28,0,LC or NT
Ranunculus simensis,3,2,0,2,12,8,0,4,66.66666666666666,EN
Ranunculus stagnalis,10,8,0,5,32,16,4,16,50,EN
Ranunculus volkensii,12,4,0,1,44,4,9,40,9.090909090909092,LC or NT
Rapanea melanophloeos,143,15,0,12,472,44,78,428,9.322033898305085,LC or NT
Rapanea thomensis,1,0,0,0,4,0,0,4,0,LC or NT
Raphia africana,4,0,0,0,12,0,1,12,0,LC or NT
Raphia australis,7,0,0,0,20,0,0,20,0,LC or NT
Raphia farinifera,53,5,0,3,184,12,19,172,6.521739130434782,LC or NT
Raphia gentiliana,9,0,0,0,36,0,0,36,0,LC or NT
Raphia hookeri,102,49,2,35,308,88,24,220,28.57142857142857,LC or NT
Raphia laurentii,11,1,0,0,40,0,1,40,0,LC or NT
Raphia longiflora,1,0,0,0,4,0,0,4,0,LC or NT
Raphia mambillensis,19,0,0,0,60,0,0,60,0,LC or NT
Raphia matombe,6,0,0,0,24,0,0,24,0,LC or NT
Raphia monbuttorum,9,2,0,0,36,0,2,36,0,LC or NT
Raphia palma-pinus,44,20,2,21,140,64,5,76,45.714285714285715,VU
Raphia regalis,36,7,1,6,128,24,5,104,18.75,LC or NT
Raphia rostrata,4,0,0,0,12,0,0,12,0,LC or NT
Raphia ruwenzorica,3,0,0,0,12,0,1,12,0,LC or NT
Raphia sese,11,3,0,2,44,8,1,36,18.181818181818183,LC or NT
Raphia sudanica,36,15,0,14,132,52,2,80,39.39393939393939,VU
Raphia textilis,4,0,0,0,12,0,0,12,0,LC or NT
Raphia vinifera,28,8,2,6,88,20,5,68,22.727272727272727,LC or NT
Raphidiocystis chrysocoma,22,10,5,9,88,36,7,52,40.909090909090914,VU
Raphidiocystis jeffreyana,34,8,1,1,104,4,13,100,3.8461538461538463,LC or NT
Raphidiocystis mannii,25,3,0,2,88,8,1,80,9.090909090909092,LC or NT
Raphidiocystis phyllocalyx,19,0,0,0,68,0,0,68,0,LC or NT
Raphionacme angolensis,7,1,1,2,24,8,2,16,33.33333333333333,VU
Raphionacme brownii,43,18,2,12,104,12,13,92,11.538461538461538,LC or NT
Raphionacme caerulea,1,1,0,1,4,4,0,0,100,CR
Raphionacme elata,2,1,0,1,8,4,1,4,50,EN
Raphionacme excisa,2,1,0,1,8,4,0,4,50,EN
Raphionacme flanaganii,1,0,0,0,4,0,0,4,0,LC or NT
Raphionacme galpinii,2,1,0,1,8,4,0,4,50,EN
Raphionacme globosa,4,2,1,2,16,8,0,8,50,EN
Raphionacme haeneliae,1,0,0,0,4,0,1,4,0,LC or NT
Raphionacme hirsuta,2,1,0,1,8,4,0,4,50,EN
Raphionacme keayii,2,0,0,0,8,0,0,8,0,LC or NT
Raphionacme lanceolata,4,0,0,0,12,0,2,12,0,LC or NT
Raphionacme linearis,1,0,0,0,4,0,0,4,0,LC or NT
Raphionacme longifolia,2,0,1,1,8,4,0,4,50,EN
Raphionacme longituba,6,1,0,1,24,4,1,20,16.666666666666664,LC or NT
Raphionacme madiensis,3,1,1,1,12,4,0,8,33.33333333333333,VU
Raphionacme michelii,3,0,0,0,12,0,0,12,0,LC or NT
Raphionacme monteiroae,1,0,0,0,4,0,0,4,0,LC or NT
Raphionacme procumbens,1,0,0,0,4,0,0,4,0,LC or NT
Raphionacme splendens,13,3,0,3,52,12,3,40,23.076923076923077,LC or NT
Raphionacme sylvicola,1,0,0,0,4,0,1,4,0,LC or NT
Raphionacme utilis,1,0,0,0,4,0,0,4,0,LC or NT
Raphionacme vignei,3,0,0,0,8,0,3,8,0,LC or NT
Raphionacme welwitschii,14,1,1,1,48,4,5,44,8.333333333333332,LC or NT
Raspalia microphylla,3,0,0,0,12,0,0,12,0,LC or NT
Raspalia palustris,1,0,0,0,4,0,0,4,0,LC or NT
Rastrophyllum apiifolium,1,0,0,0,4,0,0,4,0,LC or NT
Rauvolfia caffra,160,18,1,15,564,40,27,524,7.092198581560284,LC or NT
Rauvolfia letouzeyi,37,1,1,2,144,8,1,136,5.555555555555555,LC or NT
Rauvolfia mannii,376,63,9,57,1268,208,98,1060,16.40378548895899,LC or NT
Rauvolfia mombasiana,40,0,4,4,140,16,14,124,11.428571428571429,LC or NT
Rauvolfia nana,6,1,0,1,24,4,0,20,16.666666666666664,LC or NT
Rauvolfia volkensii,53,0,0,0,132,0,22,132,0,LC or NT
Rauvolfia vomitoria,582,227,28,214,1884,676,82,1208,35.881104033970274,VU
Ravenea hildebrandtii,1,0,0,0,4,0,0,4,0,LC or NT
Rawsonia burtt-davyi,3,0,0,0,8,0,3,8,0,LC or NT
Rawsonia lucida,63,1,0,1,216,4,20,212,1.8518518518518516,LC or NT
Rawsonia reticulata,17,0,0,0,56,0,10,56,0,LC or NT
Reissantia buchananii,14,3,0,2,52,8,1,44,15.384615384615385,LC or NT
Reissantia indica,121,42,4,37,432,140,21,292,32.407407407407405,VU
Reissantia parviflora,4,3,0,2,16,8,1,8,50,EN
Relhania dieterlenii,1,1,0,1,4,4,0,0,100,CR
Relhania fruticosa,1,1,0,1,4,4,0,0,100,CR
Relhania pungens,1,0,0,0,4,0,0,4,0,LC or NT
Relhania relhanioides,1,0,0,0,4,0,0,4,0,LC or NT
Remirea maritima,50,6,4,10,184,32,1,152,17.391304347826086,LC or NT
Remusatia vivipara,13,4,4,2,48,8,5,40,16.666666666666664,LC or NT
Rendlia altera,3,0,0,0,12,0,1,12,0,LC or NT
Rendlia cupricola,2,1,0,1,8,4,0,4,50,EN
Renealmia africana,64,6,3,9,224,36,9,188,16.071428571428573,LC or NT
Renealmia battenbergiana,11,6,1,5,32,16,8,16,50,EN
Renealmia bracteata,2,0,0,0,8,0,0,8,0,LC or NT
Renealmia cabrae,8,1,0,1,28,4,4,24,14.285714285714285,LC or NT
Renealmia cincinnata,75,6,1,7,264,28,18,236,10.606060606060606,LC or NT
Renealmia congoensis,41,1,0,1,140,4,4,136,2.857142857142857,LC or NT
Renealmia congolana,24,5,0,5,92,20,3,72,21.73913043478261,LC or NT
Renealmia densispica,9,1,1,2,36,8,1,28,22.22222222222222,LC or NT
Renealmia dewevrei,1,0,0,0,4,0,0,4,0,LC or NT
Renealmia engleri,18,1,0,1,64,4,8,60,6.25,LC or NT
Renealmia longifolia,25,15,1,15,92,52,2,40,56.52173913043478,EN
Renealmia macrocolea,20,3,1,4,76,16,8,60,21.052631578947366,LC or NT
Renealmia maculata,16,13,6,10,56,32,6,24,57.14285714285714,EN
Renealmia polyantha,15,1,0,1,60,4,3,56,6.666666666666667,LC or NT
Renealmia polypus,13,1,0,1,44,4,3,40,9.090909090909092,LC or NT
Renealmia sancti-thomae,5,0,0,0,16,0,2,16,0,LC or NT
Renealmia stenostachys,6,4,0,4,20,12,0,8,60,EN
Renealmia tchimbeleana,1,0,0,0,4,0,0,4,0,LC or NT
Renealmia tenuis,1,0,0,0,4,0,0,4,0,LC or NT
Rennera stellata,1,0,0,0,4,0,0,4,0,LC or NT
Renschia heteroptypica,1,0,0,0,4,0,0,4,0,LC or NT
Requienia obcordata,4,0,1,1,16,4,0,12,25,LC or NT
Requienia pseudosphaerosperma,1,0,0,0,4,0,1,4,0,LC or NT
Requienia sphaerosperma,2,0,0,0,8,0,0,8,0,LC or NT
Reseda alba,2,2,0,2,8,8,0,0,100,CR
Reseda amblycarpa,2,0,0,0,8,0,0,8,0,LC or NT
Reseda ellenbeckii,2,0,0,0,8,0,0,8,0,LC or NT
Reseda gilgiana,3,0,0,0,12,0,0,12,0,LC or NT
Reseda lutea,2,0,0,0,8,0,1,8,0,LC or NT
Restio bifurcus,1,0,0,0,4,0,0,4,0,LC or NT
Restio brachiatus,2,0,0,0,4,0,0,4,0,LC or NT
Restio cuspidatus,1,0,0,0,4,0,0,4,0,LC or NT
Restio cymosus,2,0,0,0,4,0,0,4,0,LC or NT
Restio debilis,3,0,0,0,8,0,0,8,0,LC or NT
Restio decipiens,1,0,0,0,4,0,0,4,0,LC or NT
Restio dispar,2,0,0,0,4,0,0,4,0,LC or NT
Restio distichus,4,0,0,0,8,0,0,8,0,LC or NT
Restio dodii,2,0,0,0,4,0,0,4,0,LC or NT
Restio egregius,4,2,0,2,8,4,0,4,50,EN
Restio ejuncidus,1,0,0,0,4,0,0,4,0,LC or NT
Restio exilis,2,0,0,0,4,0,0,4,0,LC or NT
Restio festucaeformis,1,0,0,0,4,0,0,4,0,LC or NT
Restio filiformis,3,2,0,2,12,8,0,4,66.66666666666666,EN
Restio gaudichaudianus,1,0,0,0,4,0,0,4,0,LC or NT
Restio ingens,1,1,0,1,4,4,0,0,100,CR
Restio mahonii,10,0,0,0,28,0,6,28,0,LC or NT
Restio micans,1,1,0,1,4,4,0,0,100,CR
Restio montanus,1,0,0,0,4,0,0,4,0,LC or NT
Restio occultus,2,0,0,0,4,0,0,4,0,LC or NT
Restio pachystachyus,4,2,0,2,16,4,0,12,25,LC or NT
Restio patens,1,0,0,0,4,0,0,4,0,LC or NT
Restio peculiaris,1,0,0,0,4,0,0,4,0,LC or NT
Restio perplexus,1,0,0,0,4,0,0,4,0,LC or NT
Restio pulcher,1,0,0,0,4,0,0,4,0,LC or NT
Restio quadratus,1,0,0,0,4,0,0,4,0,LC or NT
Restio quinquefarius,1,0,0,0,4,0,0,4,0,LC or NT
Restio rottboellioides,1,0,0,0,4,0,0,4,0,LC or NT
Restio rupicola,1,0,0,0,4,0,0,4,0,LC or NT
Restio scaber,1,1,0,1,4,4,0,0,100,CR
Restio schoenoides,1,0,0,0,4,0,0,4,0,LC or NT
Restio stereocaulis,2,0,0,0,4,0,0,4,0,LC or NT
Restio strobilifer,1,0,0,0,4,0,0,4,0,LC or NT
Restio tuberculatus,2,0,0,0,4,0,0,4,0,LC or NT
Restio verrucosus,1,0,0,0,4,0,0,4,0,LC or NT
Restio zwartbergense,1,0,0,0,4,0,0,4,0,LC or NT
Retzia capensis,2,0,0,0,4,0,0,4,0,LC or NT
Rhabdophyllum affine,191,72,0,49,664,176,42,488,26.506024096385545,LC or NT
Rhabdophyllum arnoldianum,186,27,5,25,608,80,32,528,13.157894736842104,LC or NT
Rhabdophyllum calophyllum,261,53,18,55,796,160,50,636,20.100502512562816,LC or NT
Rhabdophyllum crassipedicellatum,3,0,0,0,12,0,0,12,0,LC or NT
Rhabdophyllum letestui,67,3,0,3,200,12,7,188,6,LC or NT
Rhabdophyllum rigidum,13,3,0,2,40,8,1,32,20,LC or NT
Rhabdophyllum thonneri,3,1,0,1,12,4,0,8,33.33333333333333,VU
Rhabdophyllum welwitschii,38,0,0,0,136,0,4,136,0,LC or NT
Rhabdotosperma brevipedicellata,18,7,1,7,68,28,5,40,41.17647058823529,VU
Rhabdotosperma densifolia,19,0,0,0,48,0,8,48,0,LC or NT
Rhabdotosperma keniensis,1,1,0,1,4,4,0,0,100,CR
Rhabdotosperma ledermannii,5,0,0,0,20,0,1,20,0,LC or NT
Rhabdotosperma schimperi,2,2,0,2,8,8,0,0,100,CR
Rhabdotosperma scrophulariifolia,10,8,0,7,40,28,1,12,70,EN
Rhaesteria eggelingii,3,0,0,0,8,0,3,8,0,LC or NT
Rhamnus holstii,3,1,0,1,12,4,1,8,33.33333333333333,VU
Rhamnus prinoides,116,26,0,25,408,96,37,312,23.52941176470588,LC or NT
Rhamnus staddo,21,9,0,8,80,32,8,48,40,VU
Rhamphicarpa brevipedicellata,3,0,0,0,12,0,1,12,0,LC or NT
Rhamphicarpa elongata,1,0,0,0,4,0,0,4,0,LC or NT
Rhamphicarpa fistulosa,55,15,1,15,200,60,5,140,30,VU
